source_path,start_frame,end_frame,new_name,name,style1,style2
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/001.npy,1950,2250,000013.npy,feedback,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/001.npy,2100,2400,000014.npy,feedback,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/001.npy,2250,2550,000015.npy,feedback,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,0,300,000016.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,150,450,000017.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,300,600,000018.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,450,750,000019.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,600,900,000020.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,750,1050,000021.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,900,1200,000022.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1050,1350,000023.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1200,1500,000024.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1350,1650,000025.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1500,1800,000026.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1650,1950,000027.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1800,2100,000028.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,1950,2250,000029.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,2100,2400,000030.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,2250,2550,000031.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,2400,2700,000032.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/002.npy,2550,2850,000033.npy,handclap,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,0,300,000034.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,150,450,000035.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,300,600,000036.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,450,750,000037.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,600,900,000038.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,750,1050,000039.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,900,1200,000040.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1050,1350,000041.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1200,1500,000042.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1350,1650,000043.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1500,1800,000044.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1650,1950,000045.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1800,2100,000046.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,1950,2250,000047.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2100,2400,000048.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2250,2550,000049.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2400,2700,000050.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2550,2850,000051.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2700,3000,000052.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,2850,3150,000053.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3000,3300,000054.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3150,3450,000055.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3300,3600,000056.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3450,3750,000057.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3600,3900,000058.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3750,4050,000059.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,3900,4200,000060.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4050,4350,000061.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4200,4500,000062.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4350,4650,000063.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4500,4800,000064.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4650,4950,000065.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/003.npy,4800,5100,000066.npy,hush,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,0,300,000067.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,150,450,000068.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,300,600,000069.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,450,750,000070.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,600,900,000071.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,750,1050,000072.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,900,1200,000073.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1050,1350,000074.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1200,1500,000075.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1350,1650,000076.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1500,1800,000077.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1650,1950,000078.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1800,2100,000079.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,1950,2250,000080.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,2100,2400,000081.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,2250,2550,000082.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/004.npy,2400,2700,000083.npy,lllusion,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,0,300,000084.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,150,450,000085.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,300,600,000086.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,450,750,000087.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,600,900,000088.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,750,1050,000089.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,900,1200,000090.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1050,1350,000091.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1200,1500,000092.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1350,1650,000093.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1500,1800,000094.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1650,1950,000095.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1800,2100,000096.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,1950,2250,000097.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/005.npy,2100,2400,000098.npy,juelian,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/006.npy,0,300,000099.npy,killthislove,Mix,Korean
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/006.npy,150,450,000100.npy,killthislove,Mix,Korean
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/006.npy,300,600,000101.npy,killthislove,Mix,Korean
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,0,300,000102.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,150,450,000103.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,300,600,000104.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,450,750,000105.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,600,900,000106.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,750,1050,000107.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,900,1200,000108.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1050,1350,000109.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1200,1500,000110.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1350,1650,000111.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1500,1800,000112.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1650,1950,000113.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1800,2100,000114.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,1950,2250,000115.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2100,2400,000116.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2250,2550,000117.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2400,2700,000118.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2550,2850,000119.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2700,3000,000120.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,2850,3150,000121.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/007.npy,3000,3300,000122.npy,leyouji,Mix,Chinese
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,0,300,000123.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,150,450,000124.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,300,600,000125.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,450,750,000126.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,600,900,000127.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,750,1050,000128.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,900,1200,000129.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1050,1350,000130.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1200,1500,000131.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1350,1650,000132.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1500,1800,000133.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1650,1950,000134.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1800,2100,000135.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,1950,2250,000136.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2100,2400,000137.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2250,2550,000138.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2400,2700,000139.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2550,2850,000140.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2700,3000,000141.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,2850,3150,000142.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,3000,3300,000143.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/008.npy,3150,3450,000144.npy,MerryCH,Mix,Choreography
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,0,300,000145.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,150,450,000146.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,300,600,000147.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,450,750,000148.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,600,900,000149.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,750,1050,000150.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,900,1200,000151.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/009.npy,1050,1350,000152.npy,PhoneYaTikTok,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,0,300,000153.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,150,450,000154.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,300,600,000155.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,450,750,000156.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,600,900,000157.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,750,1050,000158.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,900,1200,000159.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1050,1350,000160.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1200,1500,000161.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1350,1650,000162.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1500,1800,000163.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1650,1950,000164.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1800,2100,000165.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,1950,2250,000166.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2100,2400,000167.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2250,2550,000168.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2400,2700,000169.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2550,2850,000170.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2700,3000,000171.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,2850,3150,000172.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3000,3300,000173.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3150,3450,000174.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3300,3600,000175.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3450,3750,000176.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3600,3900,000177.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3750,4050,000178.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,3900,4200,000179.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,4050,4350,000180.npy,pink Venom,Street,Jazz
/home/ripemangobox/Coding/Github/Motion/HumanML3D-main/fd_pose_data_checked/finedance/1/010.npy,4200,4500,000181.npy,pink Venom,Street,Jazz
